split,image_name,mask_name,height,width,mask_area,mask_area_ratio,bbox_area_ratio,centroid_x,centroid_y,component_count,largest_component_ratio,text_laterality,text_area_count,description
Train,bjorke_18.png,bjorke_18.png,512,512,7334,0.02797698974609375,0.3307342529296875,0.38176212765571393,0.32772354265605813,5,0.6655304063266976,Bilateral,5.0,"Bilateral pulmonary infection, five infected areas, upper left lung and upper right lung."
Train,bjorke_19.png,bjorke_19.png,512,512,9194,0.03507232666015625,0.34551239013671875,0.5971174938816135,0.6555460103947652,10,0.20546008266260604,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_2.png,bjorke_2.png,512,512,66746,0.25461578369140625,0.610382080078125,0.44367049590634894,0.6041189946781333,10,0.5778323794684326,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and all right lung.."
Train,bjorke_20.png,bjorke_20.png,512,512,43538,0.16608428955078125,0.6012153625488281,0.4555219054654912,0.5148217015183173,7,0.5260002756212964,Bilateral,8.0,"Bilateral pulmonary infection, eight infected areas, all left lung and all right lung.."
Train,bjorke_21.png,bjorke_21.png,512,512,9921,0.037845611572265625,0.3553466796875,0.5502508959725076,0.4764644606283968,14,0.28767261364781777,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, upper left lung and middle right lung."
Train,bjorke_22.png,bjorke_22.png,512,512,17347,0.06617355346679688,0.6133918762207031,0.4834210013021872,0.5265427669159395,7,0.38617628408370325,Bilateral,7.0,"Bilateral pulmonary infection, seven infected areas, middle left lung and all right lung.."
Train,bjorke_23.png,bjorke_23.png,512,512,289,0.001102447509765625,0.001750946044921875,0.42517216395018925,0.6126463478219653,1,1.0,Unilateral,1.0,"Unilateral pulmonary infection, one infected areas, middle left lung."
Train,bjorke_24.png,bjorke_24.png,512,512,34578,0.13190460205078125,0.32541656494140625,0.4978300852809706,0.55135993056454,4,0.5318121348834519,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, middle left lung and middle right lung."
Train,bjorke_25.png,bjorke_25.png,512,512,2423,0.009243011474609375,0.21697998046875,0.73483325566388,0.7488711007444152,4,0.6335121749896823,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, lower left lung and middle right lung."
Train,bjorke_26.png,bjorke_26.png,512,512,28049,0.10699844360351562,0.5550155639648438,0.4986893568070247,0.571804346586931,8,0.3758422760169703,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and all right lung.."
Train,bjorke_27.png,bjorke_27.png,512,512,6843,0.026103973388671875,0.08960723876953125,0.6928076257738206,0.6689147393897173,2,0.8958059330702908,Unilateral,2.0,"Unilateral pulmonary infection, two infected areas, left lung and middle right lung."
Train,bjorke_28.png,bjorke_28.png,512,512,5335,0.020351409912109375,0.054836273193359375,0.6877919143418367,0.7348609870570045,1,1.0,Unilateral,1.0,"Unilateral pulmonary infection, one infected areas, left lung and middle right lung."
Train,bjorke_29.png,bjorke_29.png,512,512,12931,0.049327850341796875,0.18627166748046875,0.5231875765106411,0.6466688085988842,5,0.4977186605830949,Bilateral,6.0,"Bilateral pulmonary infection, six infected areas, middle left lung and middle right lung."
Train,bjorke_3.png,bjorke_3.png,512,512,970,0.00370025634765625,0.0055389404296875,0.6143220287691408,0.6869227510238667,1,1.0,Unilateral,1.0,"Unilateral pulmonary infection, one infected areas, left lung and middle right lung."
Train,bjorke_30.png,bjorke_30.png,512,512,53763,0.20508956909179688,0.47259521484375,0.5044657655820958,0.5100463937307221,4,0.5207670702899764,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, all left lung and all right lung.."
Train,bjorke_31.png,bjorke_31.png,512,512,27725,0.10576248168945312,0.48345947265625,0.5366653549768042,0.6422315197309331,10,0.5073038773669973,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and middle right lung."
Train,bjorke_32.png,bjorke_32.png,512,512,19523,0.07447433471679688,0.6443672180175781,0.5401604189468732,0.5649153043732953,7,0.30604927521385034,Bilateral,7.0,"Bilateral pulmonary infection, seven infected areas, middle left lung and all right lung.."
Train,bjorke_33.png,bjorke_33.png,512,512,66346,0.25308990478515625,0.6240234375,0.5496419971845399,0.6003329635900935,2,0.5025924697796401,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, all left lung and middle right lung."
Train,bjorke_34.png,bjorke_34.png,512,512,8562,0.03266143798828125,0.17265701293945312,0.7227395340353842,0.4782061637664445,4,0.5141322120999766,Unilateral,4.0,"Unilateral pulmonary infection, four infected areas, left lung and all right lung.."
Train,bjorke_35.png,bjorke_35.png,512,512,14446,0.05510711669921875,0.4907188415527344,0.36687909599499097,0.6724352762010245,4,0.7891457843001523,Bilateral,5.0,"Bilateral pulmonary infection, five infected areas, middle left lung and upper right lung."
Train,bjorke_36.png,bjorke_36.png,512,512,13839,0.052791595458984375,0.5741424560546875,0.4694932455697892,0.7774077598279007,5,0.6426764939663271,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, middle left lung and upper right lung."
Train,bjorke_37.png,bjorke_37.png,512,512,13488,0.05145263671875,0.25252532958984375,0.5966352928340448,0.7144615609613416,7,0.35802194543297744,Bilateral,7.0,"Bilateral pulmonary infection, seven infected areas, middle left lung and middle right lung."
Train,bjorke_38.png,bjorke_38.png,512,512,10592,0.0404052734375,0.200103759765625,0.5186876260043396,0.6859801881270656,6,0.49150302114803623,Bilateral,7.0,"Bilateral pulmonary infection, seven infected areas, middle left lung and middle right lung."
Train,bjorke_39.png,bjorke_39.png,512,512,15576,0.059417724609375,0.5226058959960938,0.5512664624285242,0.5513973778717219,9,0.4110169491525424,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and middle right lung."
Train,bjorke_4.png,bjorke_4.png,512,512,19062,0.07271575927734375,0.26641845703125,0.5278169434132025,0.6399703840039126,7,0.36328821739586614,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_40.png,bjorke_40.png,512,512,21325,0.08134841918945312,0.4185676574707031,0.5488181920377717,0.5924523782758218,8,0.49458382180539273,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_41.png,bjorke_41.png,512,512,6251,0.023845672607421875,0.3379669189453125,0.6428507250972917,0.5281371810255956,5,0.5843864981602943,Bilateral,5.0,"Bilateral pulmonary infection, five infected areas, middle left lung and middle right lung."
Train,bjorke_42.png,bjorke_42.png,512,512,23187,0.08845138549804688,0.27391815185546875,0.4910862985256348,0.5771036084816067,6,0.529952128347781,Bilateral,7.0,"Bilateral pulmonary infection, seven infected areas, middle left lung and middle right lung."
Train,bjorke_43.png,bjorke_43.png,512,512,25259,0.09635543823242188,0.5711746215820312,0.5061800839196336,0.6721384848275196,10,0.4276891405043747,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and all right lung.."
Train,bjorke_44.png,bjorke_44.png,512,512,14703,0.056087493896484375,0.5564346313476562,0.4833704744681817,0.7400535827918554,12,0.4191661565666871,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_45.png,bjorke_45.png,512,512,4682,0.01786041259765625,0.5337066650390625,0.4889730499702821,0.6962819675803824,13,0.1388295600170867,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_46.png,bjorke_46.png,512,512,13499,0.051494598388671875,0.658294677734375,0.596725944329572,0.5945741577726493,14,0.20334839617749462,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and all right lung.."
Train,bjorke_47.png,bjorke_47.png,512,512,4611,0.017589569091796875,0.313201904296875,0.26116607907322786,0.40108079844802336,6,0.5924962047278247,Bilateral,6.0,"Bilateral pulmonary infection, six infected areas, upper left lung and middle right lung."
Train,bjorke_48.png,bjorke_48.png,512,512,24797,0.09459304809570312,0.3013420104980469,0.5458000372022782,0.4869178433380024,7,0.5328063878695003,Bilateral,8.0,"Bilateral pulmonary infection, eight infected areas, middle left lung and upper right lung."
Train,bjorke_49.png,bjorke_49.png,512,512,0,0.0,0.0,,,0,0.0,Unknown,,"No pulmonary infection, zero infected areas."
Train,bjorke_5.png,bjorke_5.png,512,512,7978,0.03043365478515625,0.3507080078125,0.4867264625469552,0.33799970466728707,10,0.3957132113311607,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, upper left lung and upper right lung."
Train,bjorke_50.png,bjorke_50.png,512,512,7180,0.0273895263671875,0.12058258056640625,0.5314782310069829,0.5824692421326908,4,0.5621169916434541,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, middle left lung and middle right lung."
Train,bjorke_51.png,bjorke_51.png,512,512,10394,0.03964996337890625,0.24382781982421875,0.5942030759127556,0.6546522963910761,22,0.13171060227054068,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_52.png,bjorke_52.png,512,512,57718,0.22017669677734375,0.674468994140625,0.47979185389465984,0.5017832841220242,6,0.5287085484597526,Bilateral,8.0,"Bilateral pulmonary infection, eight infected areas, all left lung and all right lung.."
Train,bjorke_53.png,bjorke_53.png,512,512,5629,0.021472930908203125,0.10374069213867188,0.48309443095738136,0.6701763546965863,3,0.49493693373600994,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, middle left lung and middle right lung."
Train,bjorke_54.png,bjorke_54.png,512,512,41776,0.15936279296875,0.6383819580078125,0.5040896054701582,0.5649734470526248,5,0.5343498659517426,Bilateral,6.0,"Bilateral pulmonary infection, six infected areas, middle left lung and all right lung.."
Train,bjorke_55.png,bjorke_55.png,512,512,16333,0.062305450439453125,0.14691162109375,0.5524944815959142,0.6577114537542581,2,0.5960325720933081,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,bjorke_56.png,bjorke_56.png,512,512,38162,0.14557647705078125,0.359527587890625,0.479416620318098,0.47386556087853293,6,0.63644463078455,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, all left lung and all right lung.."
Train,bjorke_57.png,bjorke_57.png,512,512,5159,0.019680023193359375,0.523162841796875,0.49596642805744073,0.6489155614663107,15,0.1504167474316728,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and all right lung.."
Train,bjorke_58.png,bjorke_58.png,512,512,28624,0.10919189453125,0.6481857299804688,0.4750864573568196,0.6225912813573709,9,0.4031232532140861,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and all right lung.."
Train,bjorke_59.png,bjorke_59.png,512,512,36414,0.13890838623046875,0.513519287109375,0.5206253331308349,0.675996211001188,6,0.4892623716153128,Bilateral,6.0,"Bilateral pulmonary infection, six infected areas, middle left lung and middle right lung."
Train,bjorke_6.png,bjorke_6.png,512,512,5377,0.020511627197265625,0.14051437377929688,0.23033926847226008,0.40026611860985056,6,0.5159010600706714,Unilateral,6.0,"Unilateral pulmonary infection, six infected areas, upper left lung."
Train,bjorke_60.png,bjorke_60.png,512,512,42400,0.1617431640625,0.4131317138671875,0.47536332754864674,0.4877913728168962,7,0.5443396226415095,Bilateral,7.0,"Bilateral pulmonary infection, seven infected areas, all left lung and all right lung.."
Train,bjorke_61.png,bjorke_61.png,512,512,73527,0.2804832458496094,0.6936874389648438,0.49439796028440847,0.5108323826994128,7,0.502237273382567,Bilateral,7.0,"Bilateral pulmonary infection, seven infected areas, all left lung and all right lung.."
Train,bjorke_62.png,bjorke_62.png,512,512,5766,0.02199554443359375,0.6427383422851562,0.41323691821888625,0.4844272348940717,12,0.2027402011793271,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, upper left lung and middle right lung."
Train,bjorke_63.png,bjorke_63.png,512,512,4186,0.01596832275390625,0.07373046875,0.47250970759862104,0.6093721219646515,3,0.6825131390348782,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, middle left lung and middle right lung."
Train,bjorke_64.png,bjorke_64.png,512,512,7553,0.028812408447265625,0.3393402099609375,0.5038223041193829,0.7098567384093049,6,0.4398252350059579,Bilateral,7.0,"Bilateral pulmonary infection, seven infected areas, middle left lung and middle right lung."
Train,bjorke_65.png,bjorke_65.png,512,512,2167,0.008266448974609375,0.22449493408203125,0.37121039033284353,0.4192553847654327,5,0.34610059990770653,Bilateral,5.0,"Bilateral pulmonary infection, five infected areas, upper left lung and middle right lung."
Train,bjorke_66.png,bjorke_66.png,512,512,8675,0.033092498779296875,0.331512451171875,0.6950451451355483,0.500363980892977,3,0.8013832853025936,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, middle left lung and upper right lung."
Train,bjorke_67.png,bjorke_67.png,512,512,4634,0.01767730712890625,0.2426605224609375,0.44993906183091537,0.5620783843065844,7,0.37181700474751833,Bilateral,8.0,"Bilateral pulmonary infection, eight infected areas, middle left lung and middle right lung."
Train,bjorke_68.png,bjorke_68.png,512,512,13778,0.05255889892578125,0.4511833190917969,0.452940093668712,0.7957704488763533,4,0.6446508927275366,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, middle left lung and lower right lung."
Train,bjorke_69.png,bjorke_69.png,512,512,15339,0.058513641357421875,0.38878631591796875,0.45504322468761754,0.5157505604901311,30,0.14042636416976334,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and middle right lung."
Train,bjorke_7.png,bjorke_7.png,512,512,7792,0.02972412109375,0.08219146728515625,0.6909133558630057,0.6598787154872074,2,0.6624743326488707,Unilateral,2.0,"Unilateral pulmonary infection, two infected areas, left lung and middle right lung."
Train,bjorke_70.png,bjorke_70.png,512,512,38315,0.14616012573242188,0.6858062744140625,0.5863214424255827,0.5810596729704558,6,0.36633172386793683,Bilateral,6.0,"Bilateral pulmonary infection, six infected areas, all left lung and all right lung.."
Train,bjorke_71.png,bjorke_71.png,512,512,20260,0.0772857666015625,0.426483154296875,0.5378852800095818,0.65095538817293,9,0.3435340572556762,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_72.png,bjorke_72.png,512,512,28168,0.107452392578125,0.4409980773925781,0.5130064594262771,0.498303094488701,8,0.4818943481965351,Bilateral,8.0,"Bilateral pulmonary infection, eight infected areas, middle left lung and upper right lung."
Train,bjorke_73.png,bjorke_73.png,512,512,30738,0.11725616455078125,0.4599571228027344,0.5051880300383559,0.6540351323520966,10,0.44563732188170996,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_74.png,bjorke_74.png,512,512,11110,0.04238128662109375,0.1977996826171875,0.5651862446518624,0.5846697585609834,5,0.4565256525652565,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, middle left lung and middle right lung."
Train,bjorke_75.png,bjorke_75.png,512,512,4691,0.017894744873046875,0.06878280639648438,0.4851410099115557,0.7559518768712707,2,0.6358985290982733,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, lower left lung and lower right lung."
Train,bjorke_76.png,bjorke_76.png,512,512,18769,0.07159805297851562,0.43872833251953125,0.48627160224540633,0.4985204295003242,14,0.2796632745484576,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, all left lung and all right lung.."
Train,bjorke_77.png,bjorke_77.png,512,512,37278,0.14220428466796875,0.4855384826660156,0.45122840195037467,0.5830380168930138,6,0.5820322978700574,Bilateral,6.0,"Bilateral pulmonary infection, six infected areas, all left lung and all right lung.."
Train,bjorke_78.png,bjorke_78.png,512,512,23211,0.08854293823242188,0.23565673828125,0.46447147292754865,0.5398912942029899,9,0.5313859807849727,Bilateral,9.0,"Bilateral pulmonary infection, nine infected areas, middle left lung and middle right lung."
Train,bjorke_79.png,bjorke_79.png,512,512,22545,0.08600234985351562,0.3897361755371094,0.47838621517565,0.5963005929866728,4,0.4738522954091816,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, middle left lung and all right lung.."
Train,bjorke_8.png,bjorke_8.png,512,512,70570,0.26920318603515625,0.6733474731445312,0.4382596064974972,0.5252823319866439,2,0.5876151339095933,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, all left lung and all right lung.."
Train,bjorke_80.png,bjorke_80.png,512,512,56611,0.21595382690429688,0.4711151123046875,0.4765735853580488,0.5298752384393082,2,0.5077988376817226,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, all left lung and all right lung.."
Train,Jun_coronacases_case10_100.png,Jun_coronacases_case10_100.png,512,512,6309,0.024066925048828125,0.12860107421875,0.4974169476152944,0.5270217832506539,3,0.5029323189094944,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_101.png,Jun_coronacases_case10_101.png,512,512,6016,0.02294921875,0.12371063232421875,0.5004976943415081,0.5242819539284674,2,0.5325797872340425,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_102.png,Jun_coronacases_case10_102.png,512,512,6190,0.02361297607421875,0.1226348876953125,0.49381712186501175,0.5252809752488864,2,0.541357027463651,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_103.png,Jun_coronacases_case10_103.png,512,512,6683,0.025493621826171875,0.12617874145507812,0.5113031780552519,0.5242389999686677,2,0.5074068532096364,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_104.png,Jun_coronacases_case10_104.png,512,512,6364,0.0242767333984375,0.126708984375,0.5114135775970755,0.5265725380411586,2,0.5146134506599623,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_105.png,Jun_coronacases_case10_105.png,512,512,5743,0.021907806396484375,0.11707305908203125,0.48439229856273597,0.5296324326424102,4,0.49259968657496084,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_106.png,Jun_coronacases_case10_106.png,512,512,6385,0.024356842041015625,0.1154327392578125,0.4802375920814899,0.5293782670060547,3,0.5406421299921691,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_107.png,Jun_coronacases_case10_107.png,512,512,6229,0.023761749267578125,0.12469863891601562,0.4650129326906311,0.5304338428391411,2,0.5997752448226039,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_108.png,Jun_coronacases_case10_108.png,512,512,6154,0.02347564697265625,0.1182708740234375,0.45754086089139356,0.533302445325364,2,0.6134221644458888,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_109.png,Jun_coronacases_case10_109.png,512,512,6001,0.022891998291015625,0.12012481689453125,0.4516657530333333,0.5339556910117068,2,0.6242292951174804,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_110.png,Jun_coronacases_case10_110.png,512,512,6394,0.02439117431640625,0.12829971313476562,0.44511549783401394,0.5277786109409078,2,0.638880200187676,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_111.png,Jun_coronacases_case10_111.png,512,512,6160,0.02349853515625,0.12575912475585938,0.4467554705568404,0.5289570996518158,2,0.6311688311688312,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_112.png,Jun_coronacases_case10_112.png,512,512,7035,0.026836395263671875,0.1435089111328125,0.43111114820084645,0.5207988572652533,2,0.661407249466951,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_113.png,Jun_coronacases_case10_113.png,512,512,6837,0.026081085205078125,0.13141632080078125,0.3925251888610007,0.5287506937473578,2,0.7463799912242212,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_114.png,Jun_coronacases_case10_114.png,512,512,6629,0.025287628173828125,0.12762451171875,0.41728879716385836,0.5312865045629135,2,0.7090058832403078,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_115.png,Jun_coronacases_case10_115.png,512,512,7159,0.027309417724609375,0.131378173828125,0.41109011442359444,0.5263862574690787,2,0.720352004469898,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_116.png,Jun_coronacases_case10_116.png,512,512,7211,0.027507781982421875,0.128936767578125,0.4174343882647217,0.5301182879711117,2,0.7129385660796006,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_117.png,Jun_coronacases_case10_117.png,512,512,6680,0.025482177734375,0.1190185546875,0.42715908691423415,0.5349291632000187,2,0.693562874251497,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_118.png,Jun_coronacases_case10_118.png,512,512,6760,0.025787353515625,0.11705398559570312,0.4450838939774661,0.5367193923042185,2,0.6653846153846154,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_119.png,Jun_coronacases_case10_119.png,512,512,7058,0.02692413330078125,0.12099838256835938,0.4457749849028375,0.5291005085622678,2,0.6644941909889487,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_120.png,Jun_coronacases_case10_120.png,512,512,7704,0.029388427734375,0.12808990478515625,0.46690031152647976,0.5386984777267712,2,0.6100726895119418,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_121.png,Jun_coronacases_case10_121.png,512,512,7906,0.03015899658203125,0.1392822265625,0.4580446964157619,0.5339614244278293,2,0.6256008095117632,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_122.png,Jun_coronacases_case10_122.png,512,512,8358,0.03188323974609375,0.14220428466796875,0.459896865747056,0.5306885747346368,2,0.6190476190476191,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_123.png,Jun_coronacases_case10_123.png,512,512,7732,0.0294952392578125,0.1322479248046875,0.45190243003635483,0.5349924526429923,2,0.6403259182617693,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_124.png,Jun_coronacases_case10_124.png,512,512,7581,0.028919219970703125,0.12897491455078125,0.4440359834595243,0.5359358329906546,2,0.6570373301675241,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_125.png,Jun_coronacases_case10_125.png,512,512,7627,0.029094696044921875,0.13422775268554688,0.43759565679349577,0.5349647469836919,2,0.6636947685852891,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_126.png,Jun_coronacases_case10_126.png,512,512,7487,0.028560638427734375,0.12615966796875,0.4619811979381352,0.5372255157471908,2,0.6172031521303593,Bilateral,2.0,"Bilateral pulmonary infection, two infected areas, middle left lung and middle right lung."
Train,Jun_coronacases_case10_127.png,Jun_coronacases_case10_127.png,512,512,7548,0.0287933349609375,0.2398834228515625,0.4693901625811376,0.5348600010163266,4,0.4039480657127716,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, upper left lung and middle right lung."
Train,Jun_coronacases_case10_128.png,Jun_coronacases_case10_128.png,512,512,6905,0.026340484619140625,0.23897552490234375,0.4366222610179243,0.5274475655775687,4,0.3887038377986966,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, upper left lung and middle right lung."
Train,Jun_coronacases_case10_129.png,Jun_coronacases_case10_129.png,512,512,6951,0.026515960693359375,0.2385101318359375,0.44677151579085467,0.5281747181345741,4,0.38469284994964753,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, upper left lung and middle right lung."
Train,Jun_coronacases_case10_130.png,Jun_coronacases_case10_130.png,512,512,6276,0.0239410400390625,0.2350616455078125,0.46926258389366377,0.5250608349890677,3,0.5211918419375399,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, upper left lung and middle right lung."
Train,Jun_coronacases_case10_131.png,Jun_coronacases_case10_131.png,512,512,5916,0.0225677490234375,0.237274169921875,0.48596429596874174,0.5310676939646903,4,0.4464164976335362,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, upper left lung and middle right lung."
Train,Jun_coronacases_case10_132.png,Jun_coronacases_case10_132.png,512,512,6563,0.025035858154296875,0.2419586181640625,0.4499296745408718,0.5221712303421928,3,0.5582812738077099,Bilateral,3.0,"Bilateral pulmonary infection, three infected areas, upper left lung and middle right lung."
Train,Jun_coronacases_case10_133.png,Jun_coronacases_case10_133.png,512,512,5728,0.0218505859375,0.24261474609375,0.48445989898216885,0.5290289606314708,4,0.4464036312849162,Bilateral,4.0,"Bilateral pulmonary infection, four infected areas, upper left lung and middle right lung."
